Iteration,Sample_name,Coverage,Difference
127,Haussmann,99.4775043147268,0.00827481854501855
128,PI560795.1,99.4857791332719,0.00827481854506118
129,Gladius_JP,99.4928718348819,0.00709270160999154
130,Tennant,99.502328770362,0.00945693548007398
131,NON_PLUS_EXTRA.AUT,99.511785705842,0.00945693548003135
132,Blizzard,99.5188784074521,0.0070927016100768
133,Cadoux,99.5271532259971,0.00827481854500434
134,Correll,99.5354280445422,0.00827481854506118
135,Yuval,99.5425207461522,0.00709270161000575
136,Monika,99.5507955646973,0.00827481854506118
137,CIMCOG_29,99.5578882663073,0.00709270161000575
138,CIMCOG_57,99.5649809679174,0.00709270161004838
139,NYU.BAY,99.5744379033974,0.00945693547998872
140,CIMCOG_28,99.5815306050074,0.00709270161004838
141,EGA.Eaglehawk,99.5886233066175,0.00709270161009101
142,Gabo,99.5957160082275,0.00709270161003417
143,Kalka,99.6028087098376,0.0070927016100768
144,VILLA.JUAREZ.F2009,99.6099014114476,0.00709270161001996
145,Yandanooka,99.6146298791877,0.00472846774006541
146,H46,99.6205404638627,0.00591058467497874
147,LongReach.Beaufort,99.6264510485377,0.00591058467503558
148,Neepawa,99.6323616332128,0.005910584675064
149,Iridium,99.6370901009528,0.00472846773999436
150,Kennedy,99.6430006856278,0.00591058467502137
151,Avocet.5,99.6489112703029,0.005910584675064
152,Derrimut,99.6536397380429,0.00472846773998015
153,Cadenza,99.6583682057829,0.00472846774000857
154,CIMCOG_46,99.664278790458,0.00591058467504979
155,Kraka,99.670189375133,0.00591058467499295
156,Acienda,99.674917842873,0.00472846774000857
157,Paindor,99.680828427548,0.00591058467504979
158,Ac.Eatonia,99.6855568952881,0.00472846774009383
159,Recital_EP,99.6902853630281,0.00472846774000857
160,Cascades,99.6950138307681,0.0047284677400512
161,CIMCOG_14,99.6997422985082,0.00472846774006541
162,CIMCOG_30,99.7044707662482,0.00472846773999436
163,Gladius_DM,99.7091992339882,0.00472846774002278
164,WAHID,99.7151098186633,0.00591058467504979
165,Zahir,99.7198382864033,0.00472846773999436
166,Chevalier,99.7245667541433,0.00472846774002278
167,CIMCOG_15,99.7292952218833,0.0047284677400512
168,Axe,99.7340236896234,0.00472846774007962
169,Molineux,99.7387521573634,0.00472846774000857
170,LongReach.Impala,99.7434806251034,0.00472846774003699
171,CIMCOG_42,99.7482090928435,0.00472846774006541
172,Lang,99.7529375605835,0.00472846773999436
173,X175_23.12,99.7576660283235,0.00472846774002278
174,Glasgow,99.7623944960635,0.0047284677400512
175,Giza.164,99.7671229638036,0.00472846774009383
176,Brigand,99.7718514315436,0.00472846774000857
177,Glover,99.7765798992836,0.00472846774003699
178,Becard.Kachu,99.7813083670237,0.00472846774006541
179,Panhandle,99.7848547178287,0.00354635080498156
180,Giles,99.7872189516987,0.00236423387001139
181,Ellison,99.7895831855687,0.00236423387001139
182,Hobbit,99.7919474194387,0.0023642338700256
183,EGA.Burke,99.7943116533087,0.00236423387003981
184,Cook,99.7978580041138,0.00354635080506682
185,Ambition,99.8014043549188,0.00354635080498156
186,Naparoo,99.8049507057238,0.00354635080500998
187,Sunvale,99.8084970565288,0.0035463508050384
188,MISR1,99.8108612903988,0.00236423387005402
189,NC.CapeFear,99.8132255242689,0.00236423387005402
190,Cotipora,99.8155897581389,0.00236423386996876
191,Alcedo,99.8179539920089,0.00236423386999718
192,Humber,99.8203182258789,0.00236423387001139
193,Manager,99.8226824597489,0.00236423387001139
194,Valdor,99.8250466936189,0.0023642338700256
195,Festiguay,99.827410927489,0.00236423387005402
196,Marvdasht,99.829775161359,0.00236423386996876
197,Jenga,99.832139395229,0.00236423386998297
198,Barok,99.834503629099,0.00236423386998297
199,CIMCOG_44,99.836867862969,0.00236423386999718
200,Drysdale,99.839232096839,0.0023642338700256
201,CD_104,99.841596330709,0.00236423387003981
202,Adular,99.843960564579,0.00236423387005402
203,Nc.Neuse,99.8463247984491,0.00236423387005402
204,CIMCOG_19,99.8486890323191,0.00236423386996876
205,CIMCOG_59,99.8510532661891,0.00236423386999718
206,CDC.Teal,99.8534175000591,0.00236423387001139
207,Lincoln,99.8557817339291,0.0023642338700256
208,Ac.Cadillac,99.8581459677991,0.0023642338700256
209,Sunco,99.8605102016691,0.00236423387003981
210,Sunstate,99.8628744355392,0.00236423387006823
211,Oratorio,99.8652386694092,0.00236423386998297
212,Bullaring,99.8676029032792,0.00236423386999718
213,Corvus,99.8699671371492,0.00236423386999718
214,Sankara,99.8723313710192,0.0023642338700256
215,Campero,99.8746956048892,0.00236423387003981
216,Premio,99.8770598387593,0.00236423387005402
217,PR22R20,99.8794240726293,0.00236423386996876
218,Ceylon,99.8817883064993,0.00236423386996876
219,CIMCOG_6,99.8841525403693,0.00236423386999718
220,Parador,99.8865167742393,0.00236423387001139
221,CIMCOG_21,99.8888810081093,0.0023642338700256
222,Suntop_JP,99.8912452419793,0.00236423387003981
223,Furore,99.8936094758493,0.00236423387003981
224,Garnet,99.8959737097194,0.00236423387006823
225,Excalibur,99.8983379435894,0.00236423386998297
226,EGA.Wills,99.9007021774594,0.00236423386999718
227,WID802,99.9030664113294,0.00236423387001139
228,Magenta,99.9054306451994,0.00236423387001139
229,CIMCOG_23,99.9077948790694,0.00236423387003981
230,Kenya_TK_42,99.9101591129395,0.00236423387005402
231,Samurai,99.9125233468095,0.00236423386996876
232,Royssac,99.9148875806795,0.00236423386998297
233,Wallup,99.9172518145495,0.00236423386999718
234,Frelon,99.9196160484195,0.00236423387001139
235,Tamaroi,99.9219802822895,0.0023642338700256
236,CM.82036NIL47,99.9243445161595,0.00236423387003981
237,Carnamah,99.9267087500295,0.00236423387005402
238,Carberry,99.9290729838996,0.00236423387006823
239,P1610750,99.9314372177696,0.00236423386998297
240,Landrace,99.9338014516396,0.00236423386999718
241,Skagen,99.9361656855096,0.00236423387001139
242,Klein_Proteo,99.9385299193796,0.0023642338700256
243,Yitpi,99.9408941532496,0.00236423387003981
244,Einstein_DM,99.9432583871197,0.00236423387005402
245,CIMCOG_35,99.9456226209897,0.00236423386996876
246,CIMCOG_17,99.9479868548597,0.00236423386998297
247,Carinya,99.9503510887297,0.00236423386999718
248,Sunzell,99.9527153225997,0.00236423387001139
249,Annuello,99.9550795564697,0.0023642338700256
250,CM.82036,99.9574437903397,0.00236423387003981
251,Alixan,99.9598080242097,0.00236423387005402
252,Laura,99.9621722580798,0.00236423387006823
253,LongReach.Orion,99.9645364919498,0.00236423386998297
254,Epidoc,99.9669007258198,0.00236423386999718
255,Loyal,99.9692649596898,0.00236423387001139
256,Wylah,99.9716291935598,0.0023642338700256
257,Clearfield.WHT.CSD,99.9739934274298,0.00236423387003981
258,Sponsor,99.9763576612999,0.00236423387005402
259,CD_1104,99.9787218951699,0.00236423386996876
260,DBA.Aurora,99.9810861290399,0.00236423386998297
261,Wollaroi,99.9834503629099,0.00236423387001139
262,CIMCOG_1,99.9858145967799,0.00236423387001139
263,Caphorn,99.9881788306499,0.0023642338700256
264,Bagou,99.9905430645199,0.00236423387003981
265,CIMCOG_51,99.99290729839,0.00236423387005402
266,Braewood,99.99527153226,0.00236423386998297
267,Blanca_Fuerte,99.99763576613,0.00236423386998297
268,Sophytra,100,0.00236423386999718
269,Brookton,100,0
270,Ac.Crystal,100,0
271,Batavia,100,0
272,CIMCOG_41,100,0
273,Zippy,100,0
274,Emu.Rock,100,0
275,SCOUT..AUS,100,0
276,CIMCOG_16,100,0
277,CIMCOG_55,100,0
278,EGA.Wentworth,100,0
279,CD_1440,100,0
280,SQP.Revenue,100,0
281,Sunbri,100,0
282,Sunlin,100,0
283,Sollario,100,0
284,Quebon,100,0
285,Graindor,100,0
286,Elmore.CL.PLus,100,0
287,Artico,100,0
288,CDC.Osler,100,0
289,Chamran,100,0
290,Genesi,100,0
291,CIMCOG_33,100,0
292,EGA.Wylie,100,0
293,GBA.Combat,100,0
294,CIMCOG_50,100,0
295,Sebasto,100,0
296,EGA.Castle.Rock,100,0
297,Pakito,100,0
298,Aroona,100,0
299,Blueboy,100,0
300,Lorikeet,100,0
301,Kariega,100,0
302,Toisondor,100,0
303,CIMCOG_52,100,0
304,Arehane,100,0
305,Camp_Remy,100,0
306,Alligator,100,0
307,CIMCOG_11,100,0
308,EGA.Gregory_JP,100,0
309,HAMID,100,0
310,Limpopo,100,0
311,Kalango,100,0
312,Seyrac,100,0
313,Zebu,100,0
314,UC1110,100,0
315,LongReach.Lincoln,100,0
316,Venera,100,0
317,Midas,100,0
318,Tasman,100,0
319,MacKenzie,100,0
320,Tammin,100,0
321,Kenya_Popo,100,0
322,Hyperno,100,0
323,Apogee,100,0
324,Wyalkatchem_DM,100,0
325,Granit,100,0
326,Attlass,100,0
327,Arlequin,100,0
328,K70,100,0
329,CIMCOG_48,100,0
330,Settler_CL,100,0
331,Stettler,100,0
332,Exsept,100,0
333,AvocetS,100,0
334,USKI,100,0
335,K92,100,0
336,Kord.CL.Plus,100,0
337,CDC.Kernen,100,0
338,Zagros,100,0
339,GBA.Ruby,100,0
340,Oakley,100,0
341,Illico,100,0
342,Claire,100,0
343,Cappelle.Desprez,100,0
344,CIMCOG_25,100,0
345,Cezanne,100,0
346,Pajero,100,0
347,CIMCOG_56,100,0
348,Lillian,100,0
349,CIMCOG_37,100,0
350,Halberd,100,0
351,Striker,100,0
352,Esperia,100,0
353,Kalystar,100,0
354,CIMCOG_38,100,0
355,Gulliver,100,0
356,CIMCOG_31,100,0
357,EGA.Kidman,100,0
358,Brompton,100,0
359,Galactic,100,0
360,LongReach.Scout,100,0
361,Dialog,100,0
362,LongReach.Guardian,100,0
363,Einstein_KE,100,0
364,Sentinel,100,0
365,Soissons,100,0
366,Shield,100,0
367,Drava,100,0
368,Weebil,100,0
369,Limes,100,0
370,Impose.CL.Plus,100,0
371,Lakhish,100,0
372,LongReach.Lancer,100,0
373,EGA.Bonnie.Rock,100,0
374,Bowie,100,0
375,CIMCOG_12,100,0
376,Aubusson,100,0
377,Chara,100,0
378,Cranbrook,100,0
379,Pepidor,100,0
380,Peace,100,0
381,CD_1550,100,0
382,Nogal,100,0
383,KACHU,100,0
384,Exelcior,100,0
385,Line37.07,100,0
386,Endure,100,0
387,Sunsoft.98,100,0
388,Calingiri,100,0
389,CIMCOG_18,100,0
390,Brons,100,0
391,Danubia,100,0
392,Sunguard,100,0
393,Caledonia,100,0
394,Pugsley,100,0
395,CIMCOG_39,100,0
396,Dundee,100,0
397,Bumper,100,0
398,H45,100,0
399,CDC.Alaska,100,0
400,Andalou,100,0
401,Longbow,100,0
402,Instinct,100,0
403,CIMCOG_5,100,0
404,Mace_DM,100,0
405,Brigand.8.2,100,0
406,CIMCOG_24,100,0
407,Stiletto,100,0
408,Rainer,100,0
409,Krichauff,100,0
410,Bolac,100,0
411,CIMCOG_40,100,0
412,Petrel,100,0
413,Azimut,100,0
414,Autan,100,0
415,Kunjin,100,0
416,Nirvana,100,0
417,Hopea,100,0
418,EMU.S.,100,0
419,Estoc,100,0
420,Paragon1,100,0
421,PR22R58,100,0
422,Niknejad,100,0
423,Kelalac,100,0
424,Ac.Slendor,100,0
425,Suntop_DM,100,0
426,Yenda,100,0
427,Shirley,100,0
428,Bastide,100,0
429,CIMCOG_26,100,0
430,Falat,100,0
431,Janz,100,0
432,Perfector,100,0
433,LongReach.Gazelle,100,0
434,CIMCOG_58,100,0
435,Cumulus,100,0
436,Sunvex,100,0
437,MUNAL..1,100,0
438,Ac.Karma,100,0
439,QALBis,100,0
440,EGA.Hume,100,0
441,Selekt,100,0
442,Overland,100,0
443,Remus,100,0
444,Centenaire,100,0
445,Laser,100,0
446,Orvantis,100,0
447,Rustic,100,0
448,Grenade.CL.Plus,100,0
449,Watkins.1190254,100,0
450,Waagan,100,0
451,Frame,100,0
452,Pfau,100,0
453,CIMCOG_54,100,0
454,Superb,100,0
455,CIMCOG_8,100,0
456,Neelkant,100,0
457,Machete,100,0
458,Justica.CL.Plus,100,0
459,Cunningham,100,0
460,Gammenya,100,0
461,Tammarin.Rock,100,0
462,LongReach.Dakota,100,0
463,CIMCOG_53,100,0
464,Corack,100,0
465,Arezzo,100,0
466,Battalion,100,0
467,Hekto,100,0
468,LongReach.Spitfire,100,0
469,Estanzuela_Dorado,100,0
470,Crousty,100,0
471,RL4137,100,0
472,LongReach.Envoy,100,0
473,CIMCOG_34,100,0
474,Euclide,100,0
475,Worrakatta,100,0
476,Super.152,100,0
477,Hartog,100,0
478,Toras,100,0
479,Waxwing,100,0
480,CIMCOG_2,100,0
481,AGT.Young,100,0
482,LongReach.Phantom,100,0
483,CCB_Ingenio,100,0
484,Equinox,100,0
485,Opata,100,0
486,Alchemy,100,0
487,Seri.82,100,0
488,UC1041,100,0
489,Thatcher,100,0
490,Project.W,100,0
491,Altria,100,0
492,Koohdasht,100,0
493,Garantus,100,0
494,Solution,100,0
495,CIMCOG_47,100,0
496,EGA.Jitarning,100,0
497,Rudd,100,0
498,Harrismith,100,0
499,Isidor,100,0
500,Barham,100,0
501,Whistler,100,0
502,Istabraq,100,0
503,King.Rock,100,0
504,CIMCOG_4,100,0
505,CIMCOG_60,100,0
506,QAL.2000,100,0
507,CIMCOG_9,100,0
508,CIMCOG_36,100,0
509,Spear,100,0
510,CIMCOG_3,100,0
511,Ventura,100,0
512,Rees,100,0
513,Interet,100,0
514,GBA.Hunter,100,0
515,Raven,100,0
516,Moulin,100,0
517,Marquis,100,0
518,CIMCOG_22,100,0
519,Westonia,100,0
520,Fortune,100,0
521,Baxter,100,0
522,Espada,100,0
523,Exotic,100,0
524,CIMCOG.SYN,100,0
525,EGA.Gregory_DM,100,0
526,Rosella,100,0
527,Amoun,100,0
528,Paledor,100,0
529,CIMCOG_45,100,0
530,Bacanora,100,0
531,Wyalkatchem_SG,100,0
532,CIMCOG_49,100,0
533,Fang,100,0
534,LongReach.Dart,100,0
535,Apache,100,0
536,AGT.Scythe,100,0
537,AGT.Katana,100,0
538,Rosario,100,0
539,Klein_Chanja,100,0
540,LongReach.Crusader,100,0
541,Courtot,100,0
542,Capo,100,0
543,Aldric,100,0
544,GBA.Sapphire,100,0
545,Nachipundo,100,0
546,Cutler,100,0
547,Peake,100,0
548,Strzelecki,100,0
549,Carisma,100,0
550,Binnu,100,0
551,Silverstar,100,0
552,Amundsen,100,0
553,Brennan,100,0
554,Alcazar,100,0
555,Bokaro,100,0
556,Bilancia,100,0
